index,Country,Province,Lat,Long,Death2022101,Death2021101,Death2023101,Death2021601,Death2022601,Death2023601,Death20211201,Death20221201,Death20231201
3161,US,South Carolina,18.010387,-66.256592,0,10,96,71,735,97,72,745,98
3162,US,South Carolina,18.111484,-67.038581,0,9,273,12,143,273,11,146,273
3163,US,South Carolina,18.386933,-66.061128,0,53,296,9,86,299,9,86,302
3164,US,South Carolina,18.147987,-65.976392,0,20,312,53,31,312,53,33,313
3165,US,South Carolina,18.328646,-66.971214,0,7,98,20,154,98,21,154,98
3166,US,South Carolina,17.994525,-66.388913,0,12,929,7,269,931,7,271,937
3167,US,South Carolina,18.362406,-66.246616,0,7,170,12,341,170,14,341,170
3168,US,South Carolina,18.431446,-66.213553,0,4,114,8,515,114,9,520,114
3169,US,South Carolina,18.336159,-65.998884,0,12,41,4,806,41,5,811,41
3170,US,South Carolina,,,3308,12,214,12,62,214,13,62,216
3171,US,South Carolina,18.271214,-66.702984,0,35,371,12,1293,371,13,1302,373
3172,US,South Carolina,18.409346,-66.33725,0,26,436,35,316,436,35,322,437
3173,US,South Carolina,18.428262,-66.397924,0,7,662,26,0,662,26,0,667
3174,US,South Carolina,18.123276,-65.440971,0,34,1000,8,115,1003,9,118,1016
3175,US,South Carolina,18.127951,-66.473115,0,2,84,36,132,84,37,132,84
3176,US,South Carolina,18.070399,-65.896289,0,3,1597,2,548,1597,4,548,1610
3177,US,South Dakota,18.080374,-66.858814,0,1,421,3,17,421,3,17,423
3178,US,South Dakota,,,0,25,0,1,50,0,1,50,0
3179,US,South Dakota,41.71018079,-71.28652315,156,16,159,27,9,159,29,9,160
3180,US,South Dakota,41.67106337,-71.57641596,423,1,150,17,31,151,20,31,153
3181,US,South Dakota,41.5642026,-71.26569799,58,8,724,1,41,725,1,41,730
3182,US,South Dakota,41.87064746,-71.57753536,2204,15,18,8,109,18,12,109,18
3183,US,South Dakota,,,33,0,64,15,17,64,16,18,64
3184,US,South Dakota,41.45961631,-71.61435303,192,13,16,0,16,16,0,16,16
3185,US,South Dakota,34.22333378,-82.46170658,54,16,42,13,40,42,13,40,42
3186,US,South Dakota,33.54338026,-81.63645384,368,28,62,16,6,62,16,6,63
3187,US,South Dakota,32.98837386,-81.35321066,21,66,132,28,32,132,31,32,132
3188,US,South Dakota,34.51828081,-82.63959517,819,9,27,66,6,27,68,6,27
3189,US,South Dakota,33.21927586,-81.05659969,64,4,18,9,17,18,9,17,18
3190,US,South Dakota,33.26679302,-81.43584352,88,22,48,4,91,48,5,91,48
3191,US,South Dakota,32.39226291,-80.72619758,325,1,7,22,15,7,22,15,7
3192,US,South Dakota,33.20222596,-79.94654523,365,24,37,2,20,37,3,21,37
3193,US,South Dakota,33.66926881,-80.77722168,54,2,12,24,74,12,24,74,12
3194,US,South Dakota,32.82487866,-79.96512315,755,6,26,2,30,26,2,30,26
3195,US,South Dakota,35.05122251,-81.61828622,267,264,106,7,12,106,7,12,106
3196,US,South Dakota,34.69249168,-81.1583216,124,14,18,272,35,18,285,35,18
3197,US,South Dakota,34.64137396,-80.1564014,158,35,28,14,15,28,14,15,28
3198,US,South Dakota,33.66610974,-80.21647898,137,131,86,35,14,86,37,14,86
3199,US,South Dakota,32.87582989,-80.67641292,192,11,40,136,31,40,144,31,40
3200,US,South Dakota,34.33358335,-79.96027485,239,3,12,11,16,12,11,16,12
3201,US,South Dakota,34.39007791,-79.37741872,120,32,46,3,47,46,3,47,46
3202,US,South Dakota,33.0794369,-80.40502652,395,3,16,32,33,16,32,33,16
3203,US,South Dakota,33.77221995,-81.96231108,60,24,17,3,11,17,3,11,17
3204,US,South Dakota,34.39287073,-81.1195624,95,2,44,24,40,44,24,40,44
3205,US,South Dakota,34.02361754,-79.70189312,553,3,17,2,8,17,2,8,17
3206,US,South Dakota,33.43443342,-79.33202141,190,19,51,3,5,51,3,5,53
3207,US,South Dakota,34.89502264,-82.37295012,1565,12,34,19,3,34,19,3,34
3208,US,South Dakota,34.15272415,-82.12715789,242,49,12,12,56,12,13,57,12
3209,US,South Dakota,32.77419582,-81.13845571,75,0,41,49,30,41,49,30,41
3210,US,South Dakota,33.9212828,-78.99555293,932,30,13,0,5,13,0,5,13
3211,US,South Dakota,32.43171982,-81.02487495,82,14,6,30,19,6,30,19,6
3212,US,South Dakota,34.33988254,-80.58763164,218,26,3,14,19,3,14,19,3
3213,US,South Dakota,34.68270843,-80.70513032,247,8,62,26,1,62,27,1,62
3214,US,South Dakota,34.48244419,-82.00490796,247,72,39,8,20,39,8,20,39
3215,US,South Dakota,34.16393091,-80.25690731,82,61,8,80,23,8,93,24,8
3216,US,South Dakota,33.89665987,-81.27146426,731,31,21,74,77,21,83,77,21
3217,US,South Dakota,34.07859748,-79.36400756,143,9,20,32,83,20,32,86,20
3218,US,South Dakota,34.59905577,-79.67561152,86,99,2,10,12,2,10,12,2
3219,US,South Dakota,33.90161443,-82.30794338,30,73,25,101,8,25,112,8,26
3220,US,South Dakota,34.28629098,-81.59935761,153,36,28,81,30,28,89,30,29
3221,US,South Dakota,34.75225169,-83.06742317,263,15,88,38,9,88,39,9,88
3222,US,South Dakota,33.4391073,-80.79886287,341,52,110,16,56,110,17,56,110
3223,US,South Dakota,34.88807695,-82.72791551,512,87,13,52,4,14,58,4,14
3224,US,South Dakota,34.01791263,-80.90267209,801,24,15,95,12,15,104,12,15
3225,US,South Dakota,34.00795823,-81.72713237,62,31,32,27,443,32,28,444,32
3226,US,South Dakota,34.92960077,-81.99225984,1281,19,15,32,25,15,36,25,15
3227,US,South Dakota,33.91826534,-80.37942316,312,23,68,20,55,68,20,55,68
3228,US,South Dakota,,,0,45,8,23,290,8,25,293,8
3229,US,South Dakota,34.68835752,-81.61730349,113,65,15,51,16,15,55,16,15
3230,US,South Dakota,33.62190129,-79.72767442,131,29,550,72,5,555,79,5,558
3231,US,South Dakota,34.97281497,-81.18085944,544,51,29,31,45,29,37,45,29
3232,US,South Dakota,43.71757685,-98.56050467,17,571,62,53,4,62,68,4,62
3233,US,South Dakota,44.41464384,-98.27858469,49,33,369,600,31,369,641,31,369
3234,US,South Dakota,43.19486375,-101.6665572,9,20,19,37,3,19,39,4,19
3235,US,South Dakota,42.98914167,-97.88592746,31,60,9,22,3,9,23,3,9
3236,US,South Dakota,44.36974375,-96.79079945,41,70,56,68,39,56,75,40,56
3237,US,South Dakota,45.58994323,-98.35165355,107,48,8,75,21,8,81,21,8
3238,US,South Dakota,43.71756379,-99.08118954,17,29,36,49,62,36,51,62,37
3239,US,South Dakota,44.07657829,-99.20814467,16,48,9,30,0,9,30,0,9
3240,US,South Dakota,44.90608745,-103.5079318,40,92,3,49,47,3,51,47,3
3241,US,South Dakota,45.77074915,-100.0510181,6,61,53,95,19,53,107,20,53
3242,US,South Dakota,43.20660134,-98.58856175,32,26,29,64,46,29,70,46,29
3243,US,South Dakota,44.85834507,-97.72925109,6,93,64,27,11,64,29,11,64
3244,US,Tennessee,42.91296147,-96.97656917,17,19,0,102,269,0,105,270,0
3245,US,Tennessee,44.97788119,-97.18827677,91,89,55,20,204,55,20,204,55
3246,US,Tennessee,45.70889983,-101.1970473,15,274,28,91,81,28,102,82,28
3247,US,Tennessee,43.67741105,-103.4534521,20,5,60,285,40,60,316,40,60
3248,US,Tennessee,43.67490933,-98.14458906,72,41,11,5,325,11,6,327,11
3249,US,Tennessee,45.367281,-97.60737498,30,35,383,43,320,383,51,324,383
3250,US,Tennessee,44.75994309,-96.66943645,12,56,247,36,129,247,42,130,249
3251,US,Tennessee,45.15639647,-100.8709139,35,36,101,60,50,101,65,51,101
3252,US,Tennessee,43.38520741,-98.36978007,14,44,63,38,126,63,44,126,63
3253,US,Tennessee,45.41846445,-99.21545423,14,38,507,44,271,511,53,274,512
3254,US,Tennessee,43.23929297,-103.5275691,30,26,447,44,92,447,56,95,449
3255,US,Tennessee,45.07082625,-99.14535601,16,22,183,29,81,183,34,82,183
3256,US,Tennessee,45.1723937,-96.77002276,47,12,75,22,144,75,22,145,76
3257,US,Tennessee,43.19419064,-99.18883902,33,19,169,12,41,169,16,42,169
3258,US,Tennessee,44.29299053,-101.539099,11,64,367,20,171,368,20,173,368
3259,US,Tennessee,44.67385954,-97.18829593,40,28,139,69,210,139,75,212,140
3260,US,Tennessee,44.54708407,-99.00386459,8,299,102,28,75,102,30,75,102
3261,US,Tennessee,43.6746384,-97.78715148,5,13,209,330,277,211,371,280,212
3262,US,Tennessee,45.58015551,-103.4958629,3,28,57,14,1382,57,19,1395,57
3263,US,Tennessee,44.39091534,-99.99661148,53,58,239,29,87,240,31,88,240
3264,US,Tennessee,43.33449012,-97.75536441,29,19,288,64,49,290,68,49,293
3265,US,Tennessee,44.54747703,-99.48572582,5,34,89,20,205,89,20,206,89
3266,US,Tennessee,43.69318385,-101.6255063,19,39,344,38,167,346,41,167,346
3267,US,Tennessee,44.06637798,-98.62965972,19,45,1807,44,135,1816,47,136,1819
3268,US,Tennessee,43.96278565,-100.6940008,1,153,108,47,95,108,50,97,109
3269,US,Tennessee,44.36956169,-97.4913945,20,26,72,159,145,72,168,146,72
3270,US,Tennessee,44.02193107,-97.12926365,22,30,261,26,212,261,31,212,267
3271,US,Tennessee,44.35919441,-103.7929428,76,104,222,30,150,222,34,151,222
3272,US,Tennessee,43.27841182,-96.7203905,80,66,197,107,92,198,118,93,198
3273,US,Tennessee,43.89522709,-99.85201878,12,38,139,66,288,140,72,300,141
3274,US,Tennessee,45.75870838,-97.59855639,8,16,203,38,64,204,42,64,204
3275,US,Tennessee,43.6742571,-97.36863144,30,56,290,16,290,290,16,291,290
3276,US,Tennessee,45.76626028,-99.22118798,9,126,207,58,903,207,62,918,209
3277,US,Tennessee,44.56676791,-102.7162741,56,6,117,131,28,118,142,28,118
3278,US,Tennessee,43.58078848,-100.7563186,4,11,409,6,96,411,6,97,412
3279,US,Tennessee,44.02197882,-97.60992207,12,71,79,12,109,79,12,110,79
3280,US,Tennessee,43.67441641,-96.7910885,433,62,382,73,241,382,74,245,383
3281,US,Tennessee,44.02266214,-96.67081159,25,41,1255,69,82,1257,70,82,1260
3282,US,Tennessee,43.33749164,-102.5555498,55,23,43,41,118,43,42,119,43
3283,US,Tennessee,44.0025835,-102.8240777,285,17,134,23,116,134,24,119,134
3284,US,Tennessee,45.49049506,-102.4755586,16,16,172,17,92,172,18,93,172
3285,US,Tennessee,45.06583079,-99.95498503,5,121,358,17,53,358,17,54,361
3286,US,Tennessee,45.62975048,-96.94672673,45,48,108,125,60,108,131,61,108
3287,US,Tennessee,44.02351092,-98.0909816,3,56,182,52,50,182,54,50,182
3288,US,Tennessee,44.93837606,-98.34626602,31,75,175,65,217,175,71,220,177
3289,US,Tennessee,44.41381872,-100.7349153,3,244,121,76,68,121,81,69,122
3290,US,Tennessee,44.71571812,-100.1278092,3,25,63,254,1072,64,271,1083,64
3291,US,Tennessee,43.19338568,-100.7195503,39,17,84,26,34,84,30,34,85
3292,US,Tennessee,43.34459388,-99.8854891,21,73,66,17,79,66,18,79,67
3293,US,Tennessee,43.3109081,-97.14865776,62,911,303,78,159,303,99,159,303
3294,US,Tennessee,,,0,24,107,977,48,108,1055,48,109
3295,US,Tennessee,42.83112163,-96.6557828,47,20,1554,24,132,1555,26,132,1563
3296,US,Tennessee,45.43019636,-100.0307514,19,181,46,20,148,46,20,149,46
3297,US,Tennessee,43.00924485,-97.39467635,44,207,115,196,119,115,203,119,115
3298,US,Tennessee,44.97881876,-101.6654622,11,54,227,213,359,227,226,364,227
3299,US,Tennessee,36.12684348,-84.19965764,265,12,67,55,109,67,61,112,68
3300,US,Tennessee,35.51123746,-86.45549096,204,90,182,12,103,182,13,104,183
3301,US,Tennessee,36.07110411,-88.06849355,80,40,219,104,273,220,116,276,221
3302,US,Tennessee,35.59942968,-85.20611967,39,17,158,40,197,158,43,198,158
3303,US,Tennessee,35.68938198,-83.92847788,322,6,474,19,86,475,20,87,475
3304,US,Tennessee,35.15739424,-84.857186,318,43,138,6,46,138,7,46,139
3305,US,Tennessee,36.40355516,-84.1510856,128,165,132,47,196,132,51,197,132
3306,US,Tennessee,35.80990797,-86.05738983,50,17,373,179,473,375,188,475,377
3307,US,Tennessee,35.97366108,-88.45189331,125,43,282,18,32,283,18,32,284
3308,US,Tennessee,36.28969086,-82.12588974,267,39,141,45,59,141,48,61,141
3309,US,Tennessee,36.26136216,-87.08903581,90,121,62,39,147,62,42,147,62
3310,US,Tennessee,35.42527478,-88.6095842,81,128,269,130,211,271,138,213,272
3311,US,Tennessee,36.48319149,-83.65947309,144,65,625,137,109,632,147,111,632
3312,US,Tennessee,36.55151008,-85.53930419,39,25,41,65,42,41,73,42,41
3313,US,Tennessee,35.9278914,-83.11828725,169,149,95,26,28,95,34,28,95
3314,US,Tennessee,35.49090731,-86.07311784,209,23,209,155,49,210,171,50,211
3315,US,Tennessee,35.81830662,-89.14916269,75,6,284,25,265,287,25,266,287
3316,US,Tennessee,35.95271721,-84.99840585,274,5,132,6,129,132,6,131,132
3317,US,Tennessee,36.17007426,-86.78646056,1375,68,60,5,184,60,5,186,60
3318,US,Tennessee,35.97616272,-85.83689361,85,15,39,70,234,39,78,238,39
3319,US,Tennessee,35.60048904,-88.11043779,49,13,89,15,738,89,15,753,89
3320,US,Tennessee,36.14669837,-87.35891709,204,12,318,13,89,318,13,90,320
3321,US,Tennessee,36.05931946,-89.41542855,165,47,166,13,60,168,15,60,168
3322,US,Tennessee,35.19615831,-89.41399032,134,7,262,48,334,263,48,336,264
3323,US,Tennessee,36.38128818,-84.92870012,89,46,326,7,2716,326,8,2753,327
3324,US,Tennessee,35.15634626,-86.09201039,144,168,964,46,65,967,49,65,970
3325,US,Tennessee,35.99438059,-88.93358327,211,1739,136,177,44,136,184,45,137
3326,US,Tennessee,35.20222469,-87.03992678,148,7,72,1778,557,72,1884,569,72
3327,US,Tennessee,36.27469206,-83.51254721,91,0,443,7,585,446,9,589,446
3328,US,Tennessee,36.17470125,-82.84691273,285,17,3588,0,179,3600,0,179,3619
3329,US,Tennessee,35.38433717,-85.72142731,64,123,94,18,36,94,18,36,94
3330,US,Tennessee,36.21990035,-83.26586179,287,242,70,125,178,70,131,181,70
3331,US,Tennessee,35.17670231,-85.16652245,896,140,793,246,80,794,257,80,798
3332,US,Tennessee,36.52692871,-83.22375847,26,8,794,141,62,795,148,65,799
3333,US,Tennessee,35.20772017,-88.99161161,96,2,257,8,43,257,8,43,260
3334,US,Tennessee,35.19732531,-88.18593755,108,27,47,2,151,47,3,152,47
3335,US,Tennessee,36.44355426,-82.94885298,239,59,248,29,401,248,29,408,248
3336,US,Tennessee,35.58332824,-89.28536625,82,14,105,62,47,105,73,49,105
3337,US,Tennessee,35.65581134,-88.38600175,118,27,82,15,106,82,20,106,82
3338,US,Tennessee,36.33160906,-88.30121797,114,45,48,30,115,48,30,115,48
3339,US,Tennessee,35.80609681,-87.47643507,92,10,191,46,324,191,51,333,192
3340,US,Tennessee,36.28872054,-87.71878828,53,18,536,10,412,539,11,416,540
3341,US,Texas,36.03958805,-87.77992872,59,1183,81,23,209,82,24,212,82
3342,US,Texas,36.36380466,-85.67239905,48,25,178,1193,67,178,1212,67,178
3343,US,Texas,36.04818632,-83.45148924,216,10,142,26,428,143,29,432,144
3344,US,Texas,36.4552395,-81.84886538,64,50,438,11,68,438,11,69,440
3345,US,Texas,35.99508821,-83.94635435,1060,15,524,51,24,526,55,24,527
3346,US,Texas,36.3418017,-89.48921915,34,11,252,16,8,252,19,8,252
3347,US,Texas,35.75893438,-89.6301591,79,77,73,11,213,73,11,214,73
3348,US,Texas,35.21675201,-87.39787695,158,7,497,80,58,497,85,58,499
3349,US,Texas,35.52853208,-87.49022694,48,10,96,8,31,97,12,31,97
3350,US,Texas,35.13738622,-86.58910106,130,10,30,11,65,30,12,65,30
3351,US,Texas,35.73939663,-84.31145275,147,10,10,11,194,10,11,194,10
3352,US,Texas,36.53157855,-86.00778595,117,15,238,10,25,238,10,25,238
3353,US,Texas,35.61181957,-88.84076036,357,373,83,16,137,83,16,137,84
3354,US,Texas,35.12997174,-85.62265895,109,5,39,388,756,39,428,758,39
3355,US,Texas,35.45798777,-86.76420988,101,15,80,5,5363,80,6,5392,80
3356,US,Texas,35.6187413,-87.07462444,272,144,249,16,28,249,16,28,249
3357,US,Texas,35.42812616,-84.61520715,196,30,33,149,2,33,168,2,33
3358,US,Texas,35.17468549,-88.5647812,86,3,155,30,59,155,35,59,155
3359,US,Texas,35.51558739,-84.81482914,45,32,935,3,356,936,4,360,936
3360,US,Texas,35.44550387,-84.24902965,196,32,6398,35,877,6408,41,878,6422
3361,US,Texas,36.49609412,-87.38550661,469,5,35,34,368,35,36,368,35
3362,US,Texas,35.27724699,-86.36230578,32,9,2,5,24,2,6,24,2
3363,US,Texas,36.13248031,-84.64880098,57,10,75,9,7,75,10,8,75
3364,US,Texas,36.35732446,-89.14921589,146,20,450,10,47,450,12,48,451
3365,US,Texas,,,211,4,1024,21,179,1025,22,184,1025
3366,US,Texas,36.34117832,-85.28989535,106,19,447,4,61,447,4,61,447
3367,US,Texas,35.63708728,-87.86139634,41,2033,32,19,137,32,20,138,32
3368,US,Texas,36.55606529,-85.077633,28,49,8,2117,159,8,2268,159,8
3369,US,Texas,35.12245443,-84.52075859,49,48,53,52,40,53,58,40,54
3370,US,Texas,36.14005459,-85.50646123,261,56,233,48,61,233,50,61,233
3371,US,Texas,35.60536161,-84.93076643,128,3,68,56,1844,68,57,1846,68
3372,US,Texas,35.84923189,-84.52458689,184,352,177,3,69,178,4,69,178
3373,US,Texas,36.52454807,-86.87346725,233,7,185,366,29,185,402,30,185
3374,US,Texas,35.84591405,-86.4107263,728,13,53,7,163,54,7,163,54
3375,US,Texas,36.42325673,-84.50360494,89,7,76,13,42,76,13,43,76
3376,US,Texas,35.36979721,-85.41022136,60,28,2095,7,59,2095,7,63,2098
3377,US,Texas,35.78077323,-83.52244332,332,16,77,30,230,77,31,230,77
3378,US,Texas,35.1864775,-89.89692423,2698,224,37,16,24,38,18,24,38
3379,US,Texas,36.25359775,-85.95411046,64,2,201,234,26,201,248,26,201
3380,US,Texas,36.50235092,-87.83920548,44,1700,48,2,21,48,3,21,48
3381,US,Texas,36.51240691,-82.30412917,544,175,73,1731,18,73,1860,18,74
3382,US,Texas,36.46824103,-86.45917204,580,30,258,179,59,258,187,59,258
3383,US,Texas,35.501942,-89.73694895,179,17,34,31,1222,34,35,1233,34
3384,US,Texas,36.39026213,-86.16087954,36,53,40,18,11,41,20,13,42
3385,US,Texas,,,177,35,25,56,56,25,59,56,25
3386,US,Texas,36.10890856,-82.43709629,78,9,20,36,482,20,39,485,20
3387,US,Texas,36.28590426,-83.83651902,62,23,74,10,67,74,10,67,75
3388,US,Texas,35.69864497,-85.45221699,42,4,1578,23,10,1582,25,10,1584
3389,US,Texas,35.6728299,-85.77969117,151,392,16,5,111,16,5,114,16
3390,US,Texas,36.29472368,-82.4945472,400,12,68,400,172,68,415,173,68
3391,US,Texas,35.23868267,-87.78644456,47,24,574,12,9,574,15,9,575
3392,US,Texas,36.29896232,-88.71990865,106,12,79,24,19,79,26,19,79
3393,US,Texas,35.92929884,-85.45591799,115,29,12,13,17,13,19,17,13
3394,US,Texas,35.89099229,-86.89281867,323,220,138,31,42,141,32,42,141
3395,US,Texas,36.15496772,-86.29775884,405,17,227,225,13,227,234,13,227
3396,US,Texas,31.81534745,-95.65354823,208,22,9,17,33,9,17,33,9
3397,US,Texas,32.30468633,-102.6376548,65,1,24,24,5799,24,26,5845,24
3398,US,Texas,31.25457347,-94.60901487,427,8,20,1,83,20,1,83,20
3399,US,Texas,28.10556197,-96.9995047,67,25,46,8,86,46,8,86,46
3400,US,Texas,33.61569967,-98.68754589,24,33,14,25,101,14,26,101,14
3401,US,Texas,34.96507426,-101.3574874,8,178,44,36,22,44,39,22,44
3402,US,Texas,28.89333001,-98.52730485,211,172,7016,183,1094,7029,201,1108,7039
3403,US,Texas,29.88548725,-96.27736949,57,44,100,177,15,100,200,15,100
3404,US,Texas,34.06854817,-102.8299707,30,107,108,45,47,108,49,47,108
3405,US,Texas,29.74619598,-99.24598147,64,126,116,111,18,117,119,19,118
3406,US,Texas,30.10370699,-97.31206354,191,9,27,129,62,27,132,62,27
3407,US,Texas,33.61640794,-99.21352901,24,16,1410,9,91,1417,9,91,1416
3408,US,Texas,28.41761668,-97.74215593,136,13,16,17,577,16,18,582,16
3409,US,Texas,31.03736027,-97.4785025,751,8,51,14,9,51,15,9,51
3410,US,Texas,29.44928723,-98.52019748,5341,50,26,8,3187,26,9,3241,26
3411,US,Texas,30.26640707,-98.3999852,28,3417,73,54,494,73,59,499,73
3412,US,Texas,32.74363984,-101.4316509,2,63,118,3482,109,118,3618,110,118
3413,US,Texas,31.89978581,-97.63613524,59,0,725,65,52,725,68,52,725
3414,US,Texas,33.44626922,-94.41834132,351,11,11,0,155,11,1,155,11
3415,US,Texas,29.18757369,-95.44563172,869,126,3851,13,95,3854,13,95,3863
3416,US,Texas,30.6636448,-96.30205577,368,1,606,137,20,608,146,20,610
3417,US,Texas,29.81008251,-103.2520326,24,77,127,1,40,127,2,41,127
3418,US,Texas,34.53026962,-101.2084947,7,2201,68,82,10,68,92,10,68
3419,US,Texas,27.03103197,-98.21808402,47,34,193,2229,1066,193,2260,1074,194
3420,US,Texas,31.77430356,-98.99907113,176,79,115,35,37,116,40,37,116
3421,US,Texas,30.49273808,-96.62158484,61,72,26,81,74,26,89,75,27
3422,US,Texas,30.78801353,-98.181887,134,70,49,74,78,49,79,79,50
3423,US,Texas,29.83668859,-97.61814775,158,24,11,73,71,11,81,72,11
3424,US,Texas,28.47048236,-96.61633945,39,67,1219,25,731,1223,28,738,1224
3425,US,Texas,32.29760619,-99.37326312,59,8,46,68,25,46,70,25,46
3426,US,Texas,26.14524221,-97.48140372,1838,84,85,8,84,85,8,85,86
3427,US,Texas,32.97195142,-94.97790104,68,49,95,87,3,95,96,3,95
3428,US,Texas,35.40365929,-101.3542669,29,0,83,50,28,83,53,28,84
3429,US,Texas,33.07499881,-94.34646905,162,9,888,0,89,890,1,90,891
3430,US,Texas,34.53016752,-102.2617243,41,20,30,10,99,30,12,103,30
3431,US,Texas,29.70972016,-94.67154501,59,44,117,20,537,117,22,545,117
3432,US,Texas,31.837258,-95.16559897,229,1,3,46,591,3,47,592,3
3433,US,Texas,34.5293041,-100.2077916,23,221,33,1,110,33,1,111,34
3434,US,Texas,33.78686685,-98.20771198,26,11,106,228,348,106,253,349,106
3435,US,Texas,33.60425307,-102.8284499,20,65,133,11,206,133,11,213,133
3436,US,Texas,31.88911733,-100.5297533,18,162,669,66,16,669,68,16,672
3437,US,Texas,31.76736834,-99.45240766,59,30,720,170,29,721,187,29,722
3438,US,Texas,33.18820114,-96.57264368,1217,21,125,33,27,125,35,27,125
3439,US,Texas,34.96489496,-100.2700111,11,122,420,24,14,420,25,14,422
3440,US,Texas,29.622098,-96.5273805,56,33,250,131,216,250,144,220,250
3441,US,Texas,29.80811278,-98.27647225,479,2,24,35,9792,24,36,9850,24
3442,US,Texas,31.94854689,-98.55876441,67,1,36,2,192,36,2,194,36
3443,US,Texas,31.32635934,-99.86473038,10,36,30,1,2,30,1,3,30
3444,US,Texas,33.63979567,-97.21240912,109,6,21,41,37,21,46,37,21
3445,US,Texas,31.39078397,-97.79936155,169,0,256,6,418,256,6,420,256
3446,US,Texas,34.07783319,-100.2785062,9,3,11433,0,3,11448,0,3,11466
3447,US,Texas,31.43052248,-102.5143314,19,60,236,3,357,236,3,360,236
3448,US,Texas,30.72367027,-101.4134238,17,12,3,60,3534,3,63,3541,3
3449,US,Texas,33.61431553,-101.3000364,41,14,40,12,178,40,12,178,40
3450,US,Texas,31.44506775,-104.5185739,11,99,551,14,142,551,15,143,553
3451,US,Texas,36.27787176,-102.6020725,32,68,8,102,217,8,103,221,8
3452,US,Texas,32.76670599,-96.7779605,5765,15,437,68,153,438,72,154,441
3453,US,Texas,32.74255572,-101.9477242,82,53,4032,15,90,4032,16,91,4032
3454,US,Texas,29.08101855,-97.3568117,86,28,202,55,153,203,58,153,203
3455,US,Texas,34.96522957,-102.6054267,100,24,168,28,14,168,33,14,168
3456,US,Texas,33.38570922,-95.66921122,22,93,290,25,319,291,27,320,291
3457,US,Texas,33.20521901,-97.11691153,1088,28,189,97,114,189,105,117,189
3458,US,Texas,33.61616822,-100.7788855,15,7,115,31,2,116,32,2,117
3459,US,Texas,28.42270064,-99.75645095,47,13,191,7,22,191,9,23,191
3460,US,Texas,34.96517499,-100.8140093,18,12,18,13,52,18,16,52,18
3461,US,Texas,27.68184592,-98.50864568,61,0,374,16,165,374,23,167,374
3462,US,Texas,32.32743996,-98.83243566,90,571,146,0,6,146,0,6,146
3463,US,Texas,31.86898877,-102.5429428,571,13,3,592,740,3,617,743,3
3464,US,Texas,29.98202582,-100.304252,9,16,31,14,20,31,15,20,31
3465,US,Texas,31.76980765,-106.2363275,3136,17,61,17,184,61,18,184,61
3466,US,Texas,32.34894117,-96.79371841,491,15,200,17,602,200,19,609,200
3467,US,Texas,32.23602653,-98.21773417,109,2,10,15,81,10,17,81,10
3468,US,Texas,31.25350609,-96.93630086,52,64,871,3,58,873,4,58,873
3469,US,Texas,33.59564294,-96.10751083,154,192,22,64,455,22,69,457,22
3470,US,Texas,29.87788372,-96.92076062,95,12,225,198,103,225,207,103,225
3471,US,Texas,32.74281316,-100.4019302,19,284,770,12,2,770,12,2,770
3472,US,Texas,34.07227468,-101.3031546,40,1,95,294,3,96,323,3,97
3473,US,Texas,33.97308618,-99.7767797,10,55,75,2,143,75,2,143,75
3474,US,Texas,29.52704478,-95.77219463,1061,4,553,55,11,553,58,11,553
3475,US,Texas,33.17653242,-95.21917243,37,185,131,4,0,131,4,0,131
3476,US,Texas,31.70422788,-96.15072516,73,12,2,187,10,2,200,10,2
3477,US,Texas,28.86751206,-99.10804207,78,12,4,15,133,4,15,133,4
3478,US,Texas,32.74055318,-102.6353295,68,14,200,12,22,200,13,22,200
3479,US,Texas,29.40167322,-94.90469073,729,38,15,17,41,15,17,41,15
3480,US,Texas,33.17969345,-101.2984114,25,264,0,40,223,0,44,225,0
3481,US,Texas,30.31824095,-98.94676915,84,50,13,273,99,13,296,100,13
3482,US,Texas,31.86942909,-101.5207776,3,11,153,53,71,153,55,72,153
3483,US,Texas,28.65696592,-97.42760647,28,5,25,11,100,25,11,100,25
3484,US,Texas,29.45634206,-97.49424032,88,96,50,5,54,50,5,54,50
3485,US,Texas,35.40081878,-100.8129222,95,59,274,100,75,274,102,75,275
3486,US,Texas,33.62744998,-96.67753461,530,18,127,63,365,127,66,366,127
3487,US,Texas,32.47940482,-94.81591935,587,29,93,18,111,93,19,113,93
3488,US,Texas,30.54579585,-95.98902499,110,548,123,29,13,123,32,13,123
3489,US,Texas,29.58165339,-97.94786822,348,17,63,541,39,63,563,39,63
3490,US,Texas,34.07044901,-101.8268114,203,2,95,17,86,95,18,86,95
3491,US,Texas,34.5307555,-100.6813852,15,73,413,2,0,413,2,0,413
3492,US,Texas,31.70470573,-98.11083887,29,44,134,75,1108,134,78,1121,135
3493,US,Texas,36.27743284,-101.3545796,27,41,17,45,29,17,48,29,17
3494,US,Texas,34.28944521,-99.74632408,14,99,42,42,46,42,46,47,42
3495,US,Texas,30.33364686,-94.38931817,215,32,99,99,55,100,105,55,100
3496,US,Texas,29.85864939,-95.39339521,9740,23,1,32,24,1,32,24,1
3497,US,Texas,32.54935988,-94.36934071,189,59,1374,25,9,1375,26,9,1380
3498,US,Texas,35.84008013,-102.6029022,2,351,41,61,163,41,63,164,41
3499,US,Texas,33.17823584,-99.73037358,37,16,59,421,418,59,421,419,59
