index,Country,Province,Lat,Long,Death2022101,Death2021101,Death2023101,Death2021601,Death2022601,Death2023601,Death20211201,Death20221201,Death20231201
315,Japan,Akita,35.035551,137.211621,1161,121,3493,8,27,3531,8,27,3664
316,Japan,Aomori,39.748679,140.408228,27,13,471,128,38,491,143,38,513
317,Japan,Chiba,40.781541,140.828896,38,12,538,13,1028,547,13,1028,558
318,Japan,Ehime,35.510141,140.198917,1028,119,3000,12,82,3048,12,82,3157
319,Japan,Fukui,33.624835,132.856842,82,21,433,123,38,463,133,38,512
320,Japan,Fukuoka,35.846614,136.224654,38,35,145,26,627,154,30,627,160
321,Japan,Fukushima,33.526032,130.666949,627,45,2334,42,176,2417,47,176,2563
322,Japan,Gifu,37.378867,140.223295,176,36,453,48,219,482,56,219,507
323,Japan,Gunma,35.778671,137.055925,219,456,862,51,177,883,62,179,918
324,Japan,Hiroshima,36.504479,138.985605,176,220,799,484,203,848,514,203,892
325,Japan,Hokkaido,34.605309,132.788719,202,38,1019,252,1475,1043,283,1477,1081
326,Japan,Hyogo,43.385711,142.552318,1475,51,4055,39,1398,4120,40,1398,4191
327,Japan,Ibaraki,35.039913,134.828057,1398,24,3233,51,220,3277,52,220,3349
328,Japan,Ishikawa,36.303588,140.319591,220,3,979,24,137,1006,25,139,1056
329,Japan,Iwate,36.769464,136.771027,134,14,389,3,53,405,4,53,425
330,Japan,Kagawa,39.593287,141.361777,53,280,419,14,38,445,14,38,482
331,Japan,Kagoshima,34.217292,133.969047,38,8,429,300,66,459,323,66,494
332,Japan,Kanagawa,31.009484,130.430665,66,18,606,10,1319,630,12,1319,672
333,Japan,Kochi,35.415312,139.338983,1319,53,3568,25,33,3605,35,33,3697
334,Japan,Kumamoto,33.422519,133.367307,33,18,409,66,136,437,76,136,471
335,Japan,Kyoto,32.608154,130.745231,136,16,881,20,292,937,22,292,1009
336,Japan,Mie,35.253815,135.443341,292,9,1306,16,163,1326,17,165,1373
337,Japan,Miyagi,34.508018,136.376013,163,15,703,9,118,739,10,118,779
338,Japan,Miyazaki,38.446859,140.927086,118,4,734,18,41,756,18,41,805
339,Japan,Nagano,32.193204,131.299374,41,24,504,6,97,534,8,97,596
340,Japan,Nagasaki,36.132134,138.045528,97,3,671,26,73,692,30,73,732
341,Japan,Nara,33.235712,129.608033,73,6,424,3,149,442,3,149,469
342,Japan,Niigata,34.317451,135.871644,149,15,670,6,63,679,9,63,693
343,Japan,Oita,37.521819,138.918647,62,81,285,15,84,294,16,84,311
344,Japan,Okayama,33.200697,131.43324,84,588,498,84,136,509,84,136,534
345,Japan,Okinawa,34.89246,133.826252,136,1,586,629,398,619,690,398,668
346,Japan,Osaka,25.768923,126.668016,398,3,837,1,3064,837,1,3067,841
347,Japan,Port Quarantine,34.620965,135.507481,3064,211,7167,3,7,7274,3,7,7443
348,Japan,Saga,,,7,12,8,230,30,8,250,30,8
349,Japan,Saitama,33.286977,130.115738,30,0,342,14,1059,361,16,1059,391
350,Japan,Shiga,35.997101,139.347635,1059,41,2955,0,104,3003,0,104,3146
351,Japan,Shimane,35.215827,136.138064,104,6,488,44,5,496,53,5,523
352,Japan,Shizuoka,35.07076,132.554064,5,9,179,7,209,201,16,210,225
353,Japan,Tochigi,34.916975,138.407784,209,631,931,9,117,963,9,118,1023
354,Japan,Tokushima,36.689912,139.819213,117,0,765,656,66,824,691,66,867
355,Japan,Tokyo,33.919178,134.242091,66,26,282,0,3175,296,2,3175,315
356,Japan,Tottori,35.711343,139.446921,3175,0,6779,26,5,6904,26,5,7085
357,Japan,Toyama,35.359069,133.863619,5,7,159,0,52,173,0,52,189
358,Japan,Unknown,36.637464,137.269346,52,9,252,8,0,261,8,0,271
359,Japan,Wakayama,,,0,3,0,9,62,0,11,62,0
360,Japan,Yamagata,33.911879,135.505446,62,11,377,3,56,398,4,56,417
361,Japan,Yamaguchi,38.448396,140.102154,56,3851,311,11,93,314,11,93,329
362,Japan,Yamanashi,34.20119,131.573293,93,2749,532,3955,29,566,4076,29,605
363,Japan,,35.612364,138.611489,29,1681,261,2845,12810,263,2885,12932,280
364,Jordan,,31.24,36.51,12684,942,14122,1694,18267,14122,1716,18288,14122
365,Kazakhstan,,48.0196,66.9237,18211,1336,19057,1046,5411,19060,1185,5469,19063
366,Kenya,,-0.0236,37.9062,5381,936,5688,1355,0,5688,1387,0,5688
367,Kiribati,,-3.3704,-168.734,0,1356,13,938,5932,13,946,6210,17
368,"Korea, North",,40.3399,127.5101,0,0,6,1361,2991,6,1375,2992,6
369,"Korea, South",,35.907757,127.766922,5694,644,32272,0,2469,32556,0,2473,32867
370,Kosovo,,42.602636,20.902977,2991,1479,3202,754,2811,3202,882,2826,3202
371,Kuwait,,29.31166,47.481766,2468,51,2570,1550,409,2570,1705,464,2570
372,Kyrgyzstan,,41.20438,74.766098,2802,83,2991,73,4625,2991,85,4690,2991
373,Laos,,19.85627,102.495496,374,1487,758,83,9231,758,83,9325,758
374,Latvia,,56.8796,24.6032,4577,44,6161,1546,673,6177,1622,686,6192
375,Lebanon,,33.8547,35.8623,9136,1841,10746,48,287,10750,50,287,10758
376,Lesotho,,-29.61,28.2336,671,495,706,2056,5767,723,2289,5813,723
377,Liberia,,6.428055,-9.429499,287,2,294,517,71,294,538,71,294
378,Libya,,26.3351,17.228331,5710,261,6437,2,7508,6437,2,7592,6437
379,Liechtenstein,,47.14,9.55,69,191,88,262,921,88,267,930,88
380,Lithuania,,55.1694,23.8813,7412,48,9481,199,2,9497,235,2,9510
381,Luxembourg,,49.8153,6.1296,915,271,1178,48,1067,1195,49,1117,1200
382,Madagascar,,-18.766947,46.869107,1027,219,2,285,2400,2,303,2437,2
383,Malawi,Johor,-13.2543,34.3015,2368,0,1416,227,3872,1418,234,3887,1418
384,Malaysia,Kedah,1.4854,103.7618,3861,349,2685,0,2167,2685,0,2176,2685
385,Malaysia,Kelantan,6.1184,100.3685,2160,10,4697,373,1256,4699,392,1264,4701
386,Malaysia,Melaka,6.1254,102.2381,1246,1371,2733,10,958,2733,10,961,2735
387,Malaysia,Negeri Sembilan,2.1896,102.2501,954,5559,1424,1405,1323,1424,1464,1325,1424
388,Malaysia,Pahang,2.7258,101.9424,1320,784,1199,5766,780,1199,6075,787,1202
389,Malaysia,Perak,3.8126,103.3256,771,972,1532,793,1410,1534,812,1417,1534
390,Malaysia,Perlis,4.5921,101.0901,1399,1206,1028,974,136,1030,984,137,1030
391,Malaysia,Pulau Pinang,6.4449,100.2048,136,4440,2118,1219,1754,2118,1241,1756,2121
392,Malaysia,Sabah,5.4141,100.3288,1745,16873,197,4490,2793,197,4583,2802,197
393,Malaysia,Sarawak,5.9788,116.0753,2783,4198,2061,17526,1617,2062,18502,1619,2064
394,Malaysia,Selangor,1.5533,110.3592,1616,799,3199,4304,9985,3199,4486,10006,3200
395,Malaysia,Terengganu,3.0738,101.5183,9958,1555,1783,812,721,1784,826,738,1784
396,Malaysia,Unknown,5.3117,103.1324,711,5365,10950,1591,0,10954,1680,0,10967
397,Malaysia,W.P. Kuala Lumpur,,,0,2716,898,5562,2683,898,5886,2690,898
398,Malaysia,W.P. Labuan,3.139,101.6869,2680,3429,0,2746,151,0,2798,151,0
399,Malaysia,W.P. Putrajaya,5.2831,115.2308,151,6079,2849,3575,22,2849,3794,22,2858
400,Malaysia,,2.9264,101.6964,22,19017,158,6326,264,158,6815,264,158
401,Maldives,,3.2028,73.2207,262,2764,31,19719,670,32,20707,677,32
402,Mali,,17.570692,-3.996166,668,1456,311,2829,484,311,2948,496,311
403,Malta,,35.9375,14.3754,477,1053,743,1484,0,743,1514,0,743
404,Marshall Islands,,7.1315,171.1845,0,5202,817,1065,880,820,1106,893,822
405,Mauritania,,21.0079,-10.9408,870,2130,17,5327,786,17,5548,786,17
406,Mauritius,Aguascalientes,-20.348404,57.552152,786,5755,997,2166,3035,997,2240,3063,997
407,Mexico,Baja California,21.8853,-102.2916,3034,1890,1041,5852,11128,1041,6068,11233,1042
408,Mexico,Baja California Sur,30.8406,-115.2838,11052,2031,3594,2059,2432,3595,2235,2439,3596
409,Mexico,Campeche,26.0444,-111.6661,2426,3074,12456,2065,2108,12460,2101,2108,12461
410,Mexico,Chiapas,19.8301,-90.5349,2106,4238,2768,3128,2297,2768,3244,2299,2769
411,Mexico,Chihuahua,16.7569,-93.1292,2297,4196,2291,4279,8787,2293,4342,8871,2293
412,Mexico,Ciudad de Mexico,28.633,-106.0691,8743,3207,2439,4296,40356,2440,4459,40406,2442
413,Mexico,Coahuila,19.4326,-99.1332,40332,3281,10180,3244,7846,10184,3294,7902,10186
414,Mexico,Colima,27.0587,-101.7068,7810,1420,43705,3341,2040,43731,3427,2040,43764
415,Mexico,Durango,19.1223,-104.0072,2040,0,8977,1453,3187,8978,1525,3193,8982
416,Mexico,Guanajuato,24.5593,-104.6588,3180,6353,2245,0,13435,2246,0,13524,2246
417,Mexico,Guerrero,21.019,-101.2574,13393,2323,3680,6414,6331,3682,6575,6336,3683
418,Mexico,Hidalgo,17.4392,-99.5451,6323,1771,15118,2363,7913,15127,2515,7922,15140
419,Mexico,Jalisco,20.0911,-98.7624,7907,3004,6861,1814,17822,6866,1888,17860,6867
420,Mexico,Mexico,20.6595,-103.3494,17800,3,8562,3088,44865,8569,3176,44919,8576
421,Mexico,Michoacan,19.4969,-99.7233,44836,1,20016,3,8282,20026,7,8293,20038
422,Mexico,Morelos,19.5665,-101.7068,8276,684,47985,1,4955,47992,1,4959,48005
423,Mexico,Nayarit,18.6813,-99.1013,4954,7425,8980,705,2919,8982,730,2925,8984
424,Mexico,Nuevo Leon,21.7514,-104.8455,2914,167,5419,7618,13766,5418,7784,13790,5418
425,Mexico,Oaxaca,25.5922,-99.9962,13746,208,3250,172,5662,3252,201,5672,3252
426,Mexico,Puebla,17.0732,-96.7266,5659,1864,15402,235,15738,15407,264,15753,15411
427,Mexico,Queretaro,19.0414,-98.2063,15731,49,6362,1899,5675,6367,1932,5676,6368
428,Mexico,Quintana Roo,20.5888,-100.3899,5665,3,16667,50,4105,16671,52,4117,16676
429,Mexico,San Luis Potosi,19.1817,-88.4791,4102,16,6357,3,6842,6363,3,6849,6366
430,Mexico,Sinaloa,22.1565,-100.9855,6835,140,4447,17,9032,4448,19,9042,4449
431,Mexico,Sonora,25.1721,-107.4795,9019,157,7620,157,9202,7624,184,9244,7626
432,Mexico,Tabasco,29.2972,-110.3309,9169,177,9933,163,5765,9937,170,5773,9939
433,Mexico,Tamaulipas,17.8409,-92.6189,5763,1305,10316,187,7143,10320,204,7159,10326
434,Mexico,Tlaxcala,24.2669,-98.8363,7131,97,6147,1361,3001,6153,1442,3003,6158
435,Mexico,Unknown,19.3139,-98.2404,3000,1029,8227,116,0,8232,122,0,8236
436,Mexico,Veracruz,,,0,2384,3124,1117,15110,3125,1171,15175,3125
437,Mexico,Yucatan,19.1738,-96.1342,15103,1655,0,2429,5731,0,2483,5741,0
438,Mexico,Zacatecas,20.7099,-89.0943,5725,695,17067,1727,3460,17075,1824,3478,17078
439,Mexico,,22.7709,-102.5832,3454,27,6967,744,0,6988,819,0,6998
440,Micronesia,,7.4256,150.5508,0,46,3937,27,10339,3944,27,10406,3949
441,Moldova,,47.4116,28.3699,10284,871,58,37,42,58,35,44,58
442,Monaco,,43.7333,7.4167,39,130,11933,913,1994,11936,940,2003,11940
443,Mongolia,,46.8625,103.8467,1986,2843,65,133,2428,65,142,2457,65
444,Montenegro,,42.708678,19.37439,2414,26,2136,2915,14883,2136,3027,14935,2136
445,Morocco,,31.7917,-7.0926,14851,165,2791,26,2065,2791,27,2105,2793
446,Mozambique,,-18.665695,35.529562,2012,106,16295,166,3686,16295,166,3761,16295
447,MS Zaandam,,,,2,1294,2230,113,11602,2230,135,11609,2232
448,Namibia,Aruba,-22.9576,18.4904,3645,2510,4082,1324,181,4082,1373,182,4082
449,Nauru,"Bonaire, Sint Eustatius and Saba",-0.5228,166.9315,0,436,1,2571,23,1,2647,25,1
450,Nepal,Curacao,28.1667,84.25,11594,1499,12019,465,191,12019,482,199,12020
451,Netherlands,Drenthe,12.5211,-69.9683,181,224,280,1504,419,280,1508,424,281
452,Netherlands,Flevoland,12.1784,-68.2385,23,184,39,232,309,41,235,312,41
453,Netherlands,Friesland,12.1696,-68.99,189,101,299,186,582,299,188,584,299
454,Netherlands,Gelderland,52.862485,6.618435,418,421,464,101,2594,464,101,2608,464
455,Netherlands,Groningen,52.550383,5.515162,309,1661,341,434,328,341,447,330,341
456,Netherlands,Limburg,53.087337,5.7925,581,4085,624,1702,2066,624,1748,2073,624
457,Netherlands,Noord-Brabant,52.061738,5.939114,2578,3582,2952,4203,3514,2952,4323,3524,2952
458,Netherlands,Noord-Holland,53.217922,6.741514,324,4064,368,3653,3131,368,3730,3140,368
459,Netherlands,Overijssel,51.209227,5.93387,2063,9,2209,4283,1343,2209,4561,1351,2209
460,Netherlands,Sint Maarten,51.561174,5.184942,3503,2262,3783,9,75,3783,9,75,3783
461,Netherlands,Unknown,52.600906,4.918688,3110,574,3508,2338,32,3508,2438,33,3508
462,Netherlands,Utrecht,52.444558,6.441722,1342,2886,1459,575,1477,1459,580,1480,1459
463,Netherlands,Zeeland,18.0425,-63.0548,75,361,89,2923,356,89,2987,356,89
464,Netherlands,Zuid-Holland,,,31,4261,0,383,4890,2,407,4899,2
465,Netherlands,Cook Islands,52.084251,5.163824,1465,835,1581,4309,0,1581,4377,0,1581
466,Netherlands,,51.47936,3.861559,355,1606,402,842,49,402,844,51,402
467,Netherlands,,51.937835,4.462114,4872,5199,5299,1622,218,5299,1641,218,5299
468,New Zealand,,-21.2367,-159.7777,0,1596,1,5234,277,1,5305,286,1
469,New Zealand,,-40.9006,174.886,48,392,0,1607,3066,0,1635,3092,0
470,New Zealand,,-19.0544,-169.8672,0,1077,2331,398,8002,2331,401,8062,2393
471,Nicaragua,,12.865416,-85.207229,217,3693,245,1098,1349,245,1164,1372,245
472,Niger,,17.607789,8.081666,276,2419,314,3729,4117,315,3787,4119,315
473,Nigeria,Azad Jammu and Kashmir,9.082,8.6753,3033,4817,3155,2444,746,3155,2496,749,3155
474,North Macedonia,Balochistan,41.6086,21.7453,7969,4602,9614,4859,366,9614,4917,367,9623
475,Norway,Gilgit-Baltistan,60.472,8.4689,1305,42170,4670,4654,186,4859,4710,186,4859
476,Oman,Islamabad,21.512583,55.923255,4116,2749,4628,42555,967,4628,43108,967,4628
477,Pakistan,Khyber Pakhtunkhwa,34.027401,73.947253,746,155,793,2751,5941,793,2762,5948,793
478,Pakistan,Punjab,28.328492,65.898403,364,881,378,157,13077,378,160,13084,378
479,Pakistan,Sindh,35.792146,74.982138,186,339,191,900,7678,191,929,7691,191
480,Pakistan,,33.665087,73.121219,967,6328,1031,347,0,1031,366,0,1031
481,Pakistan,,34.485332,72.09169,5932,1533,6374,6422,7449,6375,6518,7486,6375
482,Pakistan,,30.811346,72.139132,13073,1608,13617,1547,591,13617,1571,595,13618
483,Pakistan,,26.009446,68.776807,7673,798,8252,1614,16658,8253,1620,16670,8253
484,Palau,Amazonas,7.515,134.5825,0,769,9,803,1289,9,814,1289,9
485,Panama,Ancash,8.538,-80.7821,7430,1583,8567,777,6772,8575,785,6773,8584
486,Papua New Guinea,Apurimac,-6.314993,143.95555,590,0,669,1590,1527,669,1599,1527,669
487,Paraguay,Arequipa,-23.4425,-58.4438,16624,9248,19688,0,9768,19716,0,9766,19716
488,Peru,Ayacucho,-5.077253,-78.050172,1283,28956,1382,9347,2165,1385,9554,2165,1385
489,Peru,Cajamarca,-9.407125,-77.671795,6760,6972,7332,30055,4195,7338,31593,4200,7343
490,Peru,Callao,-14.027713,-72.975378,1525,245,1687,7377,10124,1690,8080,10132,1692
491,Peru,Cusco,-15.843524,-72.475539,9762,15841,10527,245,4839,10536,246,4835,10546
492,Peru,Huancavelica,-14.091648,-74.08344,2158,92,2396,16299,1184,2399,16881,1182,2400
493,Peru,Huanuco,-6.430284,-78.745596,4186,888,4547,95,2723,4552,102,2727,4555
494,Peru,Ica,-11.954609,-77.136042,10107,103,10832,934,8617,10838,988,8619,10847
495,Peru,Junin,-13.191068,-72.153609,4832,105,5258,108,7106,5261,108,7109,5265
496,Peru,La Libertad,-13.023888,-75.00277,1183,443,1290,105,10404,1289,105,10405,1290
497,Peru,Lambayeque,-9.421676,-76.040642,2719,389,2954,448,8685,2956,454,8720,2961
498,Peru,Lima,-14.235097,-75.574821,8603,145,9066,409,89533,9077,433,89553,9083
499,Peru,Loreto,-11.541783,-74.876968,7098,262,7575,150,4282,7582,159,4285,7584
500,Peru,Madre de Dios,-7.92139,-78.370238,10385,216,10967,274,778,10979,285,780,10987
501,Peru,Moquegua,-6.353049,-79.824113,8679,595,9380,218,1538,9386,218,1537,9387
502,Peru,Pasco,-11.766533,-76.604498,89416,93,96211,606,1056,96291,626,1053,96347
503,Peru,Piura,-4.124847,-74.424115,4277,542,4459,95,12280,4460,98,12308,4461
504,Peru,Puno,-11.972699,-70.53172,774,4,884,565,4270,884,604,4273,884
505,Peru,San Martin,-16.860271,-70.839046,1537,538,1709,4,3046,1709,4,3041,1709
506,Peru,Tacna,-10.39655,-75.307635,1051,1124,1136,591,1978,1136,654,1981,1137
507,Peru,Tumbes,-5.133361,-80.335861,12263,141,13183,1141,1595,13192,1161,1597,13198
508,Peru,Ucayali,-14.995827,-69.922726,4253,1233,4820,143,3064,4821,149,3077,4823
509,Peru,Unknown,-7.039531,-76.729127,3043,521,3230,1293,116,3233,1366,259,3234
510,Peru,,-17.644161,-70.27756,1974,72,2223,555,51743,2228,609,52654,2234
511,Peru,,-3.857496,-80.545255,1593,263,1738,74,99311,1742,78,100938,1743
512,Peru,,-9.621718,-73.444929,3063,178,3286,271,19054,3287,284,19181,3292
513,Peru,,,,217,200,160,189,618,105,199,621,90
514,Philippines,,12.879721,121.774017,51545,172,65397,202,58940,65454,216,59114,65526
515,Poland,Adygea Republic,51.9194,19.1451,97559,82,118533,186,752,118586,193,770,118633
516,Portugal,Altai Krai,39.3999,-8.2245,18976,41,25714,82,6727,25805,82,6878,25805
517,Qatar,Altai Republic,25.3548,51.1839,618,163,685,42,524,685,43,531,685
518,Romania,Amur Oblast,45.9432,24.9668,58779,470,67374,174,615,67408,188,622,67460
519,Russia,Arkhangelsk Oblast,44.6939006,40.1520421,739,204,1027,479,1521,1027,491,1546,1027
520,Russia,Astrakhan Oblast,52.6932243,82.6931424,6602,264,8851,204,2460,8852,207,2512,8853
521,Russia,Bashkortostan Republic,50.7114101,86.8572186,517,544,630,291,4466,630,311,4534,630
522,Russia,Belgorod Oblast,52.8032368,128.437295,611,230,766,567,1780,766,591,1815,766
523,Russia,Bryansk Oblast,63.5589686,43.1221646,1504,578,1792,237,2986,1792,243,3034,1794
524,Russia,Buryatia Republic,47.1878186,47.608851,2417,235,3109,594,2471,3111,625,2506,3112
525,Russia,Chechen Republic,54.8573563,57.1439682,4423,946,5958,243,946,5958,248,961,5966
526,Russia,Chelyabinsk Oblast,50.7080119,37.5837615,1751,1725,2326,1021,6195,2329,1113,6343,2331
527,Russia,Chukotka Autonomous Okrug,52.8873315,33.415853,2913,170,4135,1805,39,4135,1887,39,4135
528,Russia,Chuvashia Republic,52.7182426,109.492143,2436,305,3100,195,3990,3101,200,4101,3104
529,Russia,Dagestan Republic,43.3976147,45.6985005,935,265,1076,315,3221,1076,322,3258,1076
530,Russia,Ingushetia Republic,54.4223954,61.1865846,6061,258,8190,279,482,8195,313,487,8199
531,Russia,Irkutsk Oblast,66.0006475,169.4900869,39,65,45,278,7017,45,306,7111,45
532,Russia,Ivanovo Oblast,55.4259922,47.0849429,3892,121,4698,65,2557,4700,71,2603,4700
533,Russia,Jewish Autonomous Okrug,43.0574916,47.1332224,3202,95,3620,125,424,3620,131,427,3622
534,Russia,Kabardino-Balkarian Republic,43.11542075,45.01713552,478,11280,553,98,1474,553,105,1504,553
535,Russia,Kaliningrad Oblast,56.6370122,104.719221,6940,2914,8676,11652,1269,8680,12097,1308,8684
536,Russia,Kalmykia Republic,56.9167446,41.4352137,2510,655,3223,3006,736,3226,3137,746,3227
537,Russia,Kaluga Oblast,48.57527615,132.6630746,422,0,562,673,1242,562,700,1253,562
538,Russia,Kamchatka Krai,43.4806048,43.5978976,1444,1663,1924,0,510,1924,0,514,1925
539,Russia,Karachay-Cherkess Republic,54.7293041,21.1489473,1247,101,2034,1742,910,2035,1834,918,2039
540,Russia,Karelia Republic,46.2313018,45.3275745,730,99,843,101,1218,843,101,1240,843
541,Russia,Kemerovo Oblast,54.4382773,35.5272854,1218,974,1453,99,1739,1453,99,1767,1453
542,Russia,Khabarovsk Krai,57.1914882,160.0383819,508,878,625,1015,1257,625,1064,1279,625
543,Russia,Khakassia Republic,43.7368326,41.7267991,906,270,991,916,2035,991,963,2050,991
544,Russia,Khanty-Mansi Autonomous Okrug,62.6194031,33.4920267,1200,345,1526,282,2031,1526,295,2070,1526
545,Russia,Kirov Oblast,54.5335781,87.342861,1718,321,2851,367,764,2854,393,777,2861
546,Russia,Komi Republic,51.6312684,136.121524,1237,1143,1565,333,2647,1565,342,2681,1565
547,Russia,Kostroma Oblast,53.72258845,91.44293627,1998,379,2427,1194,1125,2427,1254,1140,2427
548,Russia,Krasnodar Krai,61.0259025,69.0982628,1994,100,2600,400,9842,2602,426,9909,2602
549,Russia,Krasnoyarsk Krai,57.9665589,49.4074599,752,2077,1095,102,8829,1096,107,9001,1096
550,Russia,Kurgan Oblast,63.9881421,54.3326073,2638,162,3254,2157,1019,3254,2242,1030,3254
551,Russia,Kursk Oblast,58.424756,44.2533273,1110,7769,1463,177,2062,1465,190,2095,1467
552,Russia,Leningrad Oblast,45.7684014,39.0261044,9772,394,11133,8135,3034,11136,8488,3062,11137
553,Russia,Lipetsk Oblast,63.3233807,97.0979974,8650,17,11218,402,2851,11221,406,2900,11227
554,Russia,Magadan Oblast,55.7655302,64.5632681,1006,618,1527,17,350,1532,18,356,1533
555,Russia,Mari El Republic,51.6568453,36.4852695,2036,421,2535,660,946,2536,713,956,2536
556,Russia,Mordovia Republic,60.1853296,32.3925325,3009,337,3508,434,1047,3508,449,1071,3508
557,Russia,Moscow,52.6935178,39.1122664,2812,740,3941,349,37183,3943,357,37599,3945
558,Russia,Moscow Oblast,62.48858785,153.9903764,348,1527,394,770,12361,394,813,12601,394
559,Russia,Murmansk Oblast,56.5767504,47.8817512,943,188,1087,1614,2799,1087,1718,2826,1087
560,Russia,Nenets Autonomous Okrug,54.4419829,44.4661144,1028,186,1396,200,87,1396,214,88,1396
561,Russia,Nizhny Novgorod Oblast,55.7504461,37.6174943,36838,218,47492,203,9949,47562,211,10099,47654
562,Russia,North Ossetia - Alania Republic,55.5043158,38.0353929,12151,760,15459,222,989,15463,231,1008,15463
563,Russia,Novgorod Oblast,68.0000418,33.9999151,2777,456,3400,806,779,3400,872,799,3402
564,Russia,Novosibirsk Oblast,68.27557185,57.1686375,87,204,103,465,4307,103,474,4384,103
565,Russia,Omsk Oblast,55.4718033,44.0911594,9824,157,11809,207,3240,11809,215,3300,11809
566,Russia,Orel Oblast,42.7933611,44.6324493,968,388,1267,157,1539,1267,170,1568,1267
567,Russia,Orenburg Oblast,58.2843833,32.5169757,758,474,1070,407,3489,1071,424,3523,1071
568,Russia,Penza Oblast,54.9720169,79.4813924,4244,510,5745,474,4683,5746,474,4743,5748
569,Russia,Perm Krai,56.0935263,73.5099936,3183,464,4555,533,7528,4560,552,7603,4566
570,Russia,Primorsky Krai,52.9685433,36.0692477,1505,438,1974,489,1579,1976,519,1605,1976
571,Russia,Pskov Oblast,52.0269262,54.7276647,3456,1175,4030,455,1294,4030,478,1326,4030
572,Russia,Rostov Oblast,53.1655415,44.7879181,4638,336,6187,1220,9733,6191,1284,9832,6196
573,Russia,Ryazan Oblast,58.5951603,56.3159546,7471,194,9177,345,2575,9186,359,2653,9195
574,Russia,Saint Petersburg,45.0819456,134.726645,1555,386,1966,216,28386,1966,242,28753,1966
575,Russia,Sakha (Yakutiya) Republic,57.5358729,28.8586826,1263,94,1959,391,1804,1961,413,1818,1961
576,Russia,Sakhalin Oblast,47.6222451,40.7957942,9631,0,11080,112,552,11080,125,572,11081
577,Russia,Samara Oblast,54.4226732,40.5705246,2514,5,3490,0,6376,3490,0,6463,3491
578,Russia,Saratov Oblast,59.9606739,30.1586551,28092,0,36593,5,5117,36649,5,5180,36730
